Area_Name,2013 Rural-urban Continuum Code,2013 Urban Influence Code,2023 Rural-urban Continuum Code,2024 Urban Influence Code,"Bachelor's degree or higher, 1990","Bachelor's degree or higher, 2000","Bachelor's degree or higher, 2008-12","Bachelor's degree or higher, 2019-23","Four years of college or higher, 1970","Four years of college or higher, 1980","High school diploma only, 1970","High school diploma only, 1980","High school graduate (or equivalency), 1990","High school graduate (or equivalency), 2000","High school graduate (or equivalency), 2008-12","High school graduate (or equivalency), 2019-23","Less than a high school diploma, 1970","Less than a high school diploma, 1980","Less than high school graduate, 1990","Less than high school graduate, 2000","Less than high school graduate, 2008-12","Less than high school graduate, 2019-23","Percent of adults completing four years of college or higher, 1970","Percent of adults completing four years of college or higher, 1980","Percent of adults completing some college (1-3 years), 1970","Percent of adults completing some college (1-3 years), 1980","Percent of adults completing some college or associate degree, 1990","Percent of adults completing some college or associate degree, 2000","Percent of adults completing some college or associate degree, 2008-12","Percent of adults completing some college or associate degree, 2019-23","Percent of adults who are high school graduates (or equivalent), 1990","Percent of adults who are high school graduates (or equivalent), 2000","Percent of adults who are high school graduates (or equivalent), 2008-12","Percent of adults who are high school graduates (or equivalent), 2019-23","Percent of adults who are not high school graduates, 1990","Percent of adults who are not high school graduates, 2000","Percent of adults who are not high school graduates, 2008-12","Percent of adults who are not high school graduates, 2019-23","Percent of adults with a bachelor's degree or higher, 1990","Percent of adults with a bachelor's degree or higher, 2000","Percent of adults with a bachelor's degree or higher, 2008-12","Percent of adults with a bachelor's degree or higher, 2019-23","Percent of adults with a high school diploma only, 1970","Percent of adults with a high school diploma only, 1980","Percent of adults with less than a high school diploma, 1970","Percent of adults with less than a high school diploma, 1980","Some college (1-3 years), 1970","Some college (1-3 years), 1980","Some college or associate degree, 1990","Some college or associate degree, 2000","Some college or associate degree, 2008-12","Some college or associate degree, 2019-23"
Catahoula Parish,9.0,10.0,9.0,9.0,588.0,649.0,680.0,1026.0,341.0,411.0,1214.0,1924.0,2158.0,2533.0,2699.0,2365.0,4214.0,3923.0,3104.0,2666.0,2388.0,1594.0,5.6,6.1,4.8,7.6,13.2,15.3,18.36070215,19.3626658,32.0,36.7,38.20781427,38.25622776,46.1,38.6,33.80520951,25.78453575,8.7,9.4,9.626274066,16.59657069,20.0,28.4,69.6,57.9,288.0,516.0,886.0,1056.0,1297.0,1197.0
Catawba County,2.0,2.0,2.0,4.0,11012.0,16126.0,21557.0,28194.0,4112.0,7085.0,10614.0,16971.0,23284.0,29677.0,32230.0,32589.0,29514.0,30094.0,25880.0,23869.0,19042.0,14136.0,8.4,11.3,9.4,13.3,22.6,26.5,30.59145319,33.74514711,30.0,31.3,30.7163007,28.82018448,33.3,25.2,18.14768222,12.50121599,14.2,17.0,20.54456389,24.93345243,21.7,27.2,60.4,48.2,4594.0,8307.0,17534.0,25075.0,32099.0,38158.0
Cataño Municipio,1.0,1.0,1.0,1.0,3228.0,3106.0,3546.0,3832.0,,667.0,,2669.0,3500.0,3630.0,4634.0,5546.0,,8031.0,9185.0,7009.0,5966.0,3610.0,,5.5,,6.9,14.2,19.5,20.308715,22.55679447,18.9,21.2,26.10557152,33.06898813,49.5,41.0,33.60937412,21.52525192,17.4,18.2,19.97633936,22.84896548,,21.9,,65.8,,837.0,2635.0,3340.0,3605.0,3783.0
Catoosa County,2.0,2.0,2.0,4.0,2209.0,4857.0,7675.0,11679.0,424.0,1554.0,4541.0,7805.0,9306.0,12267.0,13373.0,14692.0,8892.0,9484.0,9870.0,8445.0,7648.0,4860.0,2.9,7.3,6.5,12.0,21.6,27.4,33.34572145,34.56187403,34.1,34.8,31.06243612,30.784059,36.2,24.0,17.76456378,10.18312869,8.1,13.8,17.82727864,24.47093827,30.6,36.4,60.0,44.3,965.0,2571.0,5902.0,9662.0,14356.0,16495.0
Catron County,9.0,10.0,9.0,9.0,321.0,488.0,503.0,626.0,105.0,216.0,336.0,521.0,536.0,770.0,998.0,1102.0,726.0,616.0,459.0,575.0,446.0,73.0,8.2,13.5,8.6,15.6,23.4,31.0,37.6560999,40.52179657,31.2,29.0,31.95645213,36.39365918,26.7,21.6,14.28113993,2.410832232,18.7,18.4,16.10630804,20.67371202,26.3,32.5,56.9,38.4,110.0,250.0,401.0,824.0,1176.0,1227.0
Cattaraugus County,4.0,3.0,4.0,2.0,6634.0,8054.0,9107.0,10940.0,3198.0,5231.0,14711.0,19735.0,20917.0,22317.0,22330.0,21229.0,20787.0,17257.0,13217.0,10190.0,6787.0,5704.0,7.3,10.7,11.3,13.8,21.5,25.1,28.72911695,28.42942722,40.3,41.2,41.63559069,40.11754257,25.5,18.8,12.65475835,10.7791447,12.8,14.9,16.98053401,20.67388552,33.7,40.3,47.7,35.2,4911.0,6740.0,11159.0,13593.0,15408.0,15044.0
Cavalier County,9.0,12.0,9.0,9.0,525.0,454.0,496.0,569.0,179.0,514.0,1223.0,1477.0,1072.0,1051.0,901.0,644.0,2432.0,1782.0,1312.0,734.0,379.0,177.0,3.9,11.0,15.8,19.2,30.0,35.3,40.83944037,45.72432643,25.8,30.4,30.01332445,25.14642718,31.6,21.2,12.62491672,6.911362749,12.6,13.1,16.52231845,22.21788364,26.9,31.6,53.4,38.2,719.0,898.0,1249.0,1223.0,1226.0,1171.0
Cayey Municipio,1.0,1.0,1.0,1.0,2685.0,4267.0,6698.0,8963.0,,1097.0,,4065.0,5505.0,7158.0,10123.0,10065.0,,13312.0,13735.0,12118.0,9991.0,6292.0,,5.6,,5.7,12.6,17.5,15.26987739,18.08476221,22.0,25.1,31.99026672,32.56227758,54.8,42.5,31.57312603,20.35587189,10.7,15.0,21.16672987,28.99708832,,20.8,,68.0,,1113.0,3149.0,4986.0,4832.0,5590.0
Cayuga County,4.0,5.0,4.0,5.0,6840.0,8491.0,10356.0,13128.0,3301.0,5136.0,14032.0,17499.0,18541.0,19644.0,19830.0,17076.0,20246.0,17767.0,14043.0,11442.0,8039.0,6087.0,7.9,10.9,10.4,14.2,25.1,27.6,31.34754575,33.98995962,35.2,35.9,35.61486377,31.05969661,26.7,20.9,14.4381185,11.07170141,13.0,15.5,18.59947197,23.87864237,33.5,37.2,48.3,37.7,4344.0,6670.0,13197.0,15072.0,17454.0,18687.0
Cecil County,1.0,1.0,1.0,1.0,5436.0,9168.0,14218.0,19611.0,1606.0,3809.0,7445.0,12190.0,16275.0,21156.0,24661.0,26111.0,15392.0,14327.0,12496.0,10507.0,8725.0,6166.0,6.1,11.0,6.6,12.0,23.9,26.8,28.77597738,28.82402162,36.2,37.9,36.89722758,35.81706698,27.8,18.8,13.05414666,8.458045843,12.1,16.4,21.27264838,26.90086556,28.4,35.4,58.8,41.6,1739.0,4145.0,10737.0,14978.0,19233.0,21013.0
Cedar County,6.0,6.0,8.0,6.0,1474.0,1998.0,2532.0,2842.0,695.0,1192.0,3942.0,5069.0,4922.0,5152.0,5135.0,5424.0,4362.0,3360.0,2387.0,1507.0,1073.0,560.0,6.8,10.6,11.5,14.4,24.0,29.6,31.90494741,33.29302396,42.6,41.9,40.0077912,40.99463381,20.7,12.3,8.359953253,4.232484317,12.8,16.3,19.72730814,21.47985791,38.8,45.1,42.9,29.9,1169.0,1622.0,2774.0,3634.0,4095.0,4405.0
Ceiba Municipio,1.0,1.0,1.0,1.0,934.0,1750.0,1792.0,1807.0,,549.0,,2229.0,2756.0,2605.0,2448.0,3192.0,,3619.0,3627.0,3646.0,2578.0,1744.0,,7.7,,10.3,19.9,25.5,24.37888199,19.83117346,30.2,24.3,27.15173026,37.95030317,39.7,34.0,28.59361136,20.73475211,10.2,16.3,19.8757764,21.48377125,,31.2,,50.7,,738.0,1819.0,2732.0,2198.0,1668.0
Centre County,3.0,2.0,3.0,4.0,21440.0,27131.0,33923.0,45345.0,10089.0,14837.0,14596.0,19844.0,22957.0,25292.0,27781.0,27750.0,14693.0,13100.0,10871.0,8831.0,5934.0,5293.0,23.2,27.5,9.4,11.6,16.7,18.1,20.40434471,19.62101248,34.6,33.8,32.69237558,28.45482604,16.4,11.8,6.983066006,5.42743763,32.3,36.3,39.9202137,46.49672385,33.6,36.7,33.8,24.2,4102.0,6266.0,11088.0,13531.0,17339.0,19135.0
Cerro Gordo County,5.0,8.0,5.0,7.0,4803.0,6325.0,6526.0,7434.0,2680.0,4104.0,10478.0,11952.0,10799.0,10385.0,9790.0,10989.0,10629.0,8172.0,5797.0,3975.0,2507.0,1693.0,9.7,13.8,14.0,18.4,30.9,33.7,39.40574298,34.34082972,34.8,33.3,31.51558074,35.86839443,18.7,12.7,8.07043523,5.525997976,15.5,20.3,21.00824105,24.26477788,37.9,40.2,38.4,27.5,3881.0,5477.0,9589.0,10530.0,12241.0,10521.0
Chaffee County,7.0,11.0,6.0,3.0,1324.0,2879.0,4606.0,7193.0,438.0,1039.0,2193.0,3225.0,3204.0,3545.0,3885.0,3469.0,2274.0,2117.0,1660.0,1360.0,1197.0,856.0,8.0,13.3,10.3,18.0,29.1,34.2,29.75128707,27.26239343,36.7,29.9,28.17054601,21.90716767,19.0,11.5,8.679573635,5.405746763,15.2,24.3,33.39859329,45.42469214,40.1,41.4,41.6,27.2,561.0,1403.0,2534.0,4053.0,4103.0,4317.0
Chambers County,6.0,5.0,6.0,5.0,2101.0,2339.0,2604.0,3571.0,847.0,1710.0,4816.0,6544.0,6749.0,7863.0,8277.0,9415.0,13616.0,12616.0,10833.0,8778.0,6194.0,4010.0,4.2,7.4,4.6,9.7,16.9,22.5,27.71262859,30.58323803,28.5,32.1,35.04085348,38.45368404,45.7,35.8,26.22242919,16.3780428,8.9,9.5,11.02408873,14.58503512,23.8,28.3,67.4,54.6,927.0,2238.0,3998.0,5517.0,6546.0,7488.0
Champaign County,3.0,2.0,3.0,4.0,32690.0,38202.0,48054.0,56112.0,17330.0,24657.0,24157.0,27712.0,25214.0,24376.0,26335.0,26928.0,21416.0,15710.0,11997.0,9072.0,7583.0,5861.0,24.3,30.0,11.9,17.2,27.2,28.7,27.977226,26.2373157,26.3,24.2,23.13862969,22.3426234,12.5,9.0,6.662624985,4.862972213,34.1,38.0,42.22151932,46.55708869,33.8,33.7,30.0,19.1,8526.0,14094.0,26070.0,28909.0,31842.0,31622.0
Chariton County,9.0,10.0,8.0,6.0,646.0,674.0,748.0,1002.0,356.0,515.0,2302.0,2903.0,2855.0,2843.0,2584.0,2366.0,3824.0,2791.0,1787.0,1202.0,928.0,451.0,5.1,7.6,7.8,8.4,14.9,20.0,22.60174419,26.16009281,45.9,48.2,46.94767442,45.74632637,28.7,20.4,16.86046512,8.720030936,10.4,11.4,13.59011628,19.37354988,32.7,42.8,54.4,41.2,549.0,566.0,928.0,1181.0,1244.0,1353.0
Charles City County,1.0,1.0,1.0,1.0,356.0,511.0,759.0,842.0,120.0,307.0,356.0,958.0,1319.0,1675.0,2170.0,2290.0,2183.0,2130.0,1853.0,1663.0,1274.0,622.0,4.3,8.4,4.8,7.4,16.9,20.6,22.29617304,28.61760791,31.1,34.6,40.11832132,43.54440008,43.6,34.3,23.55333703,11.8273436,8.4,10.5,14.03216861,16.01064841,12.7,26.1,78.2,58.1,134.0,273.0,719.0,996.0,1206.0,1505.0
Charles County,1.0,1.0,1.0,1.0,9857.0,15406.0,25417.0,36128.0,1477.0,4749.0,8185.0,15864.0,22281.0,25682.0,29456.0,34355.0,10887.0,11888.0,11530.0,10910.0,8058.0,6481.0,6.7,12.4,7.1,15.1,28.2,32.5,34.11608283,32.60123301,36.6,33.4,30.83816663,30.08529494,19.0,14.2,8.436106284,5.675528934,16.2,20.0,26.60964426,31.63794311,37.0,41.4,49.2,31.0,1576.0,5799.0,17153.0,24989.0,32587.0,37228.0
Charles Mix County,9.0,12.0,9.0,9.0,556.0,798.0,927.0,1430.0,343.0,524.0,1434.0,1811.0,1916.0,1964.0,2175.0,1910.0,3168.0,2385.0,1826.0,1438.0,850.0,593.0,6.3,9.5,9.7,14.2,23.5,26.0,31.26956522,30.90302178,34.1,34.6,37.82608696,33.55586788,32.5,25.3,14.7826087,10.41813071,9.9,14.1,16.12173913,25.12297962,26.2,32.9,57.8,43.4,534.0,779.0,1318.0,1476.0,1798.0,1759.0
Charleston County,2.0,2.0,2.0,4.0,40108.0,61253.0,91043.0,146599.0,12922.0,25502.0,32756.0,43779.0,47005.0,45752.0,51792.0,55508.0,57033.0,53485.0,44003.0,36852.0,28864.0,21220.0,11.2,17.3,10.6,16.5,26.9,27.8,27.52717219,25.30120079,26.2,22.9,21.861005,18.56641135,24.5,18.5,12.18327248,7.097702111,22.4,30.7,38.42855032,49.03468575,28.5,29.8,49.6,36.4,12207.0,24333.0,48242.0,55504.0,65216.0,75643.0
Charlevoix County,7.0,11.0,7.0,9.0,2239.0,3479.0,4737.0,6676.0,662.0,1525.0,3118.0,4802.0,5275.0,6158.0,6134.0,5438.0,4131.0,3570.0,2835.0,2451.0,1564.0,923.0,7.5,13.1,10.1,14.9,25.9,31.0,33.28504748,33.86262175,37.8,35.1,32.90949085,27.58725649,20.3,14.0,8.391008101,4.682426948,16.0,19.8,25.41445357,33.86769481,35.4,41.3,47.0,30.7,886.0,1739.0,3614.0,5440.0,6204.0,6675.0
Charlotte County,3.0,2.0,3.0,4.0,11756.0,19875.0,27136.0,41100.0,1860.0,5820.0,6986.0,17484.0,33182.0,40343.0,44098.0,53509.0,9946.0,15157.0,21275.0,20185.0,14917.0,12591.0,8.8,12.8,11.3,15.6,24.3,28.9,33.01480422,33.98364371,38.0,35.7,34.28762479,32.95213814,24.3,17.9,11.59845116,7.753842743,13.4,17.6,21.09911983,25.31037541,33.0,38.4,47.0,33.3,2387.0,7113.0,21214.0,32668.0,42461.0,55184.0
Charlottesville city,3.0,2.0,3.0,4.0,8071.0,9323.0,11909.0,17595.0,4765.0,6809.0,4668.0,4696.0,5173.0,4900.0,5121.0,4258.0,9055.0,7670.0,5801.0,4382.0,3386.0,2139.0,22.7,31.0,11.9,12.8,19.6,18.6,17.58436945,17.43409732,21.9,21.4,20.67253351,14.65345172,24.5,19.2,13.66865816,7.361139789,34.1,40.8,48.07443888,60.55131117,22.2,21.3,43.1,34.9,2505.0,2824.0,4629.0,4263.0,4356.0,5066.0
Charlton County,6.0,4.0,8.0,3.0,320.0,407.0,907.0,983.0,148.0,210.0,517.0,1166.0,1802.0,2695.0,3294.0,3770.0,1834.0,2146.0,2192.0,2236.0,2939.0,1272.0,5.5,5.5,6.6,7.4,13.8,16.6,21.95015304,30.14492754,36.0,42.1,36.00787057,43.71014493,43.8,34.9,32.12724093,14.74782609,6.4,6.4,9.914735461,11.39710145,19.3,30.7,68.5,56.4,178.0,280.0,688.0,1066.0,2008.0,2600.0
Chase County,9.0,10.0,8.0,5.0,284.0,408.0,415.0,548.0,136.0,263.0,857.0,881.0,859.0,827.0,738.0,606.0,950.0,723.0,460.0,268.0,202.0,139.0,6.2,12.0,11.7,15.1,23.1,27.8,30.90260071,30.92948718,41.2,39.7,37.63386028,32.37179487,22.1,12.9,10.3008669,7.425213675,13.6,19.6,21.16267211,29.27350427,38.9,40.1,43.2,32.9,258.0,332.0,481.0,578.0,606.0,579.0
Chatham County,2.0,2.0,2.0,4.0,25324.0,36984.0,51990.0,75082.0,8474.0,16173.0,27726.0,36030.0,40783.0,39766.0,48562.0,50287.0,49618.0,45132.0,35762.0,29279.0,20189.0,17900.0,8.8,14.1,10.4,15.0,25.0,28.3,29.56176275,29.86738985,30.0,26.9,28.3302414,24.61634106,26.3,19.8,11.77791779,8.762354185,18.6,25.0,30.33007806,36.75391491,28.9,31.5,51.8,39.4,10001.0,17124.0,33982.0,41820.0,50673.0,61014.0
Chattahoochee County,2.0,2.0,2.0,4.0,1389.0,1605.0,1543.0,1173.0,1039.0,1456.0,2170.0,3055.0,2214.0,1484.0,1351.0,1114.0,1374.0,1296.0,793.0,720.0,395.0,122.0,19.4,20.4,14.4,18.6,36.0,40.6,40.08016032,43.35762991,32.2,23.1,24.61286209,26.19327534,11.5,11.2,7.196210603,2.868563367,20.2,25.0,28.11076699,27.58053139,40.5,42.8,25.7,18.2,772.0,1330.0,2477.0,2608.0,2200.0,1844.0
Chattooga County,6.0,5.0,6.0,5.0,842.0,1310.0,1469.0,1880.0,302.0,770.0,2071.0,2843.0,4539.0,5909.0,6744.0,6297.0,8696.0,8626.0,7128.0,6753.0,5607.0,4514.0,2.6,5.9,3.5,6.8,12.4,18.1,22.88376765,27.58758416,31.8,34.6,37.63182858,35.92947621,49.9,39.6,31.28731656,25.75601963,5.9,7.7,8.197087216,10.72692,18.0,21.6,75.8,65.7,406.0,893.0,1772.0,3082.0,4101.0,4835.0
Chautauqua County,8.0,7.0,9.0,9.0,335.0,377.0,469.0,442.0,180.0,257.0,957.0,1372.0,1131.0,1247.0,979.0,933.0,1749.0,1380.0,934.0,580.0,370.0,256.0,5.6,7.5,10.0,12.5,24.1,27.9,31.93560464,32.29555832,35.8,40.8,36.65293897,38.72976339,29.5,19.0,13.8524897,10.62681611,10.6,12.3,17.55896668,18.34786218,29.9,39.9,54.6,40.1,319.0,430.0,762.0,854.0,853.0,778.0
Chaves County,5.0,8.0,5.0,7.0,4952.0,6132.0,6986.0,7642.0,2641.0,3980.0,6132.0,9655.0,9479.0,9998.0,10933.0,11569.0,10355.0,10788.0,11368.0,10378.0,8927.0,8002.0,12.0,13.5,13.2,17.5,25.7,29.9,33.53634383,35.19016885,27.3,26.4,27.06724104,27.55245421,32.7,27.4,22.10091107,19.05737217,14.3,16.2,17.29550406,18.20000476,27.8,32.6,47.0,36.5,2897.0,5167.0,8924.0,11303.0,13546.0,14776.0
Cheatham County,1.0,1.0,1.0,1.0,1800.0,3521.0,5108.0,7420.0,214.0,807.0,1842.0,4188.0,5951.0,8664.0,9817.0,10897.0,4727.0,6185.0,5995.0,5743.0,4456.0,2865.0,3.0,6.6,5.4,8.8,19.8,23.2,26.56208556,28.47301952,34.7,37.1,37.19828729,36.7967853,35.0,24.6,16.88454397,9.674478287,10.5,15.1,19.35508317,25.05571689,25.7,34.2,65.9,50.4,390.0,1080.0,3389.0,5413.0,7010.0,8432.0
Cheboygan County,7.0,11.0,7.0,9.0,1414.0,2589.0,3176.0,4583.0,550.0,1118.0,2993.0,5043.0,6082.0,7533.0,7650.0,6933.0,4430.0,4362.0,3759.0,3366.0,2333.0,2059.0,6.3,9.1,9.0,14.1,20.8,27.3,31.40638032,32.02984178,42.8,40.6,39.87698082,34.71359904,26.5,18.1,12.16117598,10.30943321,10.0,13.9,16.55546289,22.94712598,34.2,41.1,50.6,35.6,785.0,1734.0,2952.0,5074.0,6025.0,6397.0
Chelan County,3.0,2.0,3.0,4.0,5716.0,9294.0,11654.0,16684.0,2319.0,4133.0,7995.0,10009.0,9746.0,10923.0,13904.0,12905.0,10153.0,8780.0,8811.0,8879.0,7975.0,7816.0,9.7,14.5,14.5,19.4,29.1,31.4,30.59648978,32.2471381,28.5,25.7,28.77721666,23.37523547,25.7,20.9,16.50591936,14.1573685,16.7,21.9,24.1203742,30.22025793,33.4,35.2,42.4,30.9,3481.0,5513.0,9946.0,13329.0,14783.0,17803.0
Chemung County,3.0,2.0,3.0,4.0,9459.0,11297.0,12542.0,15715.0,5526.0,7689.0,21026.0,24216.0,22496.0,21930.0,21946.0,19255.0,22497.0,17574.0,13965.0,10907.0,7094.0,5328.0,10.1,13.3,10.1,14.2,25.1,27.4,31.60967747,31.05796209,36.7,36.1,36.09480107,32.94155889,22.8,17.9,11.66757126,9.115171423,15.4,18.6,20.6279502,26.8853076,38.5,42.0,41.2,30.5,5495.0,8215.0,15416.0,16662.0,19219.0,18154.0
Chenango County,6.0,6.0,6.0,6.0,4333.0,4965.0,5931.0,6475.0,2171.0,3433.0,8737.0,11256.0,12985.0,13702.0,13870.0,13931.0,11566.0,10201.0,8116.0,6676.0,5117.0,3805.0,8.7,12.0,10.3,13.3,23.1,26.2,29.21022727,28.28920088,39.3,39.9,39.40340909,41.26236597,24.5,19.4,14.53693182,11.27006694,13.1,14.4,16.84943182,19.17836621,34.9,39.2,46.2,35.5,2576.0,3831.0,7635.0,9020.0,10282.0,9551.0
Cherokee County,6.0,6.0,8.0,6.0,866.0,1636.0,2429.0,2994.0,329.0,712.0,1878.0,3158.0,4092.0,5865.0,6206.0,7015.0,6126.0,6372.0,6030.0,6138.0,4241.0,3029.0,3.8,6.3,5.0,8.8,15.2,18.9,30.41128466,30.56398786,31.6,34.9,33.54050694,37.3595356,46.5,36.5,22.92060747,16.1314374,6.7,9.7,13.12760093,15.94503914,21.4,28.1,69.8,56.8,440.0,985.0,1966.0,3186.0,5627.0,5739.0
Cherry County,7.0,11.0,9.0,9.0,550.0,797.0,871.0,934.0,252.0,543.0,1465.0,1630.0,1511.0,1291.0,1338.0,1254.0,1817.0,1075.0,1042.0,607.0,296.0,99.0,6.4,13.2,10.5,20.8,26.1,34.5,39.5511583,40.72058061,36.0,31.4,32.28764479,32.50388802,24.8,14.8,7.142857143,2.566096423,13.1,19.4,21.01833977,24.20943494,37.1,39.7,46.0,26.2,413.0,855.0,1098.0,1420.0,1639.0,1571.0
Chesapeake city,1.0,1.0,1.0,1.0,15873.0,30943.0,41229.0,61868.0,2431.0,7322.0,11437.0,21700.0,28888.0,34840.0,37904.0,41015.0,28469.0,25008.0,21505.0,18647.0,15133.0,11150.0,5.3,11.5,6.9,15.1,29.5,32.7,35.08432441,32.87082551,30.7,27.8,26.10234621,24.14479222,22.9,14.9,10.42124328,6.563804299,16.9,24.7,28.39208611,36.42057797,25.1,34.1,62.6,39.3,3149.0,9641.0,27680.0,41068.0,50947.0,55838.0
Cheshire County,4.0,5.0,4.0,5.0,10557.0,12783.0,15514.0,19510.0,3065.0,6622.0,10126.0,14059.0,15090.0,16539.0,17587.0,17325.0,12161.0,10319.0,8494.0,6627.0,4657.0,3321.0,10.8,18.0,10.3,15.6,22.7,25.2,26.69915164,27.31287899,34.1,34.4,34.14222205,31.3603041,19.2,13.8,9.040787405,6.011403747,23.9,26.6,30.11783891,35.31541316,35.8,38.3,43.0,28.1,2912.0,5716.0,10052.0,12083.0,13753.0,15089.0
Chester County,1.0,1.0,1.0,1.0,85121.0,121352.0,160133.0,210289.0,25255.0,49066.0,50004.0,66563.0,71921.0,74179.0,78840.0,71857.0,55814.0,43998.0,37091.0,30576.0,24284.0,18906.0,17.1,26.3,11.0,14.5,20.9,20.9,20.64142332,18.99713714,29.3,26.0,23.76624434,19.33427686,15.1,10.7,7.32038911,5.086962137,34.7,42.5,48.27194323,56.58162387,34.0,35.7,37.9,23.6,16200.0,27036.0,51274.0,59709.0,68474.0,70604.0
Chesterfield County,6.0,4.0,6.0,3.0,1857.0,2680.0,3705.0,4033.0,969.0,1638.0,2877.0,5153.0,7452.0,9593.0,11569.0,12568.0,12004.0,12780.0,11110.0,9672.0,8175.0,5507.0,5.8,7.6,5.6,9.1,15.3,21.0,24.10835653,27.6357566,30.9,34.5,37.44255292,41.13776963,46.1,34.8,26.45802317,18.02559654,7.7,9.7,11.99106738,13.20087722,17.1,23.9,71.5,59.4,937.0,1952.0,3681.0,5824.0,7449.0,8443.0
Cheyenne County,9.0,12.0,9.0,9.0,178.0,203.0,275.0,303.0,83.0,167.0,554.0,587.0,665.0,498.0,446.0,336.0,684.0,368.0,288.0,227.0,207.0,103.0,5.9,12.7,5.6,14.4,24.7,35.2,37.12737127,40.25764895,44.3,34.8,30.21680217,27.0531401,19.2,15.9,14.02439024,8.293075684,11.9,14.2,18.63143631,24.39613527,39.6,44.8,48.9,28.1,78.0,189.0,370.0,503.0,548.0,500.0
Chickasaw County,6.0,6.0,8.0,6.0,859.0,1075.0,1285.0,1562.0,333.0,745.0,3065.0,4161.0,4045.0,3981.0,3952.0,3468.0,4016.0,2882.0,2157.0,1456.0,946.0,557.0,4.1,8.5,8.6,11.1,18.9,26.0,28.34627419,31.73264907,46.5,45.3,45.79904972,42.37536657,24.8,16.6,10.96303164,6.805962854,9.9,12.2,14.89164445,19.08602151,37.8,47.5,49.5,32.9,701.0,972.0,1643.0,2285.0,2446.0,2597.0
Chicot County,7.0,9.0,9.0,9.0,769.0,1058.0,1145.0,1202.0,432.0,649.0,1710.0,2522.0,2927.0,3196.0,3286.0,2789.0,6808.0,5658.0,4527.0,3242.0,2215.0,1287.0,4.6,6.8,4.9,8.1,11.4,17.3,17.61497459,24.35144045,31.5,35.3,40.73385397,39.97420095,48.8,35.8,27.45754308,18.44632363,8.3,11.7,14.19362836,17.22803497,18.2,26.3,72.3,58.9,462.0,776.0,1055.0,1566.0,1421.0,1699.0
Childress County,7.0,11.0,9.0,8.0,424.0,447.0,777.0,566.0,283.0,356.0,1072.0,1267.0,1287.0,1601.0,2070.0,1854.0,2743.0,2372.0,1576.0,1813.0,652.0,792.0,6.5,7.9,6.6,11.9,18.8,25.4,28.89656574,34.86108294,31.8,30.9,42.06462101,37.59886433,38.9,35.0,13.24933957,16.06165078,10.5,8.6,15.78947368,11.47840195,24.4,28.0,62.5,52.3,288.0,538.0,760.0,1312.0,1422.0,1719.0
Chilton County,1.0,1.0,1.0,1.0,1550.0,2574.0,3608.0,4688.0,415.0,1158.0,2805.0,5578.0,6770.0,9264.0,11356.0,12680.0,10285.0,9678.0,9023.0,8757.0,7023.0,4862.0,3.0,6.5,3.8,8.5,16.5,20.5,24.03869407,27.70026344,32.6,35.8,39.23302816,41.23979575,43.4,33.8,24.2632579,15.81292484,7.5,9.9,12.46501987,15.24701597,20.0,31.1,73.2,54.0,538.0,1518.0,3438.0,5307.0,6958.0,8517.0
Chippewa County,7.0,8.0,7.0,7.0,2359.0,3846.0,4773.0,5587.0,1171.0,1826.0,5864.0,6699.0,8090.0,9232.0,10170.0,9278.0,7186.0,5832.0,5769.0,4525.0,2931.0,1831.0,7.5,11.1,9.2,13.0,25.8,31.5,33.89792899,34.69451615,37.0,35.9,37.61094675,36.29038567,26.4,17.6,10.83949704,7.161855589,10.8,15.0,17.65162722,21.85324259,37.4,40.6,45.9,35.3,1440.0,2152.0,5630.0,8080.0,9166.0,8870.0
Chisago County,1.0,1.0,1.0,1.0,2229.0,3950.0,6796.0,9679.0,612.0,1553.0,3281.0,6309.0,7889.0,9603.0,13074.0,13027.0,4752.0,4580.0,3743.0,2920.0,2561.0,1789.0,6.3,10.8,10.3,13.8,26.3,36.3,37.4414324,39.29067116,42.0,37.1,36.46251673,32.28660652,19.9,11.3,7.142458724,4.433924854,11.9,15.3,18.95359215,23.98879746,34.0,43.7,49.3,31.7,993.0,1987.0,4943.0,9386.0,13425.0,15853.0
Chittenden County,3.0,2.0,3.0,4.0,27015.0,38138.0,46881.0,63437.0,7998.0,16230.0,14491.0,20709.0,22228.0,21784.0,22582.0,19642.0,16487.0,13226.0,10528.0,8693.0,6202.0,5115.0,17.4,26.6,15.3,17.8,24.7,25.9,25.23738477,22.42589498,28.0,23.5,22.31268588,17.27680535,13.3,9.4,6.128034622,4.499076436,34.0,41.2,46.32189473,55.79822324,31.5,33.9,35.8,21.7,7026.0,10836.0,19598.0,24036.0,25542.0,25496.0
Choctaw County,9.0,10.0,9.0,9.0,836.0,1013.0,1148.0,1252.0,362.0,640.0,1922.0,2695.0,3070.0,3670.0,3683.0,3642.0,5720.0,5095.0,4482.0,3704.0,2488.0,1420.0,4.3,7.0,4.5,8.4,14.5,20.6,23.89518561,29.82885086,31.3,34.7,38.29676614,40.47566126,45.7,35.0,25.8708537,15.78128473,8.5,9.6,11.93719455,13.91420316,22.9,29.3,68.2,55.3,378.0,777.0,1418.0,2182.0,2298.0,2684.0
