Area_Name,2013 Rural-urban Continuum Code,2013 Urban Influence Code,2023 Rural-urban Continuum Code,2024 Urban Influence Code,"Bachelor's degree or higher, 1990","Bachelor's degree or higher, 2000","Bachelor's degree or higher, 2008-12","Bachelor's degree or higher, 2019-23","Four years of college or higher, 1970","Four years of college or higher, 1980","High school diploma only, 1970","High school diploma only, 1980","High school graduate (or equivalency), 1990","High school graduate (or equivalency), 2000","High school graduate (or equivalency), 2008-12","High school graduate (or equivalency), 2019-23","Less than a high school diploma, 1970","Less than a high school diploma, 1980","Less than high school graduate, 1990","Less than high school graduate, 2000","Less than high school graduate, 2008-12","Less than high school graduate, 2019-23","Percent of adults completing four years of college or higher, 1970","Percent of adults completing four years of college or higher, 1980","Percent of adults completing some college (1-3 years), 1970","Percent of adults completing some college (1-3 years), 1980","Percent of adults completing some college or associate degree, 1990","Percent of adults completing some college or associate degree, 2000","Percent of adults completing some college or associate degree, 2008-12","Percent of adults completing some college or associate degree, 2019-23","Percent of adults who are high school graduates (or equivalent), 1990","Percent of adults who are high school graduates (or equivalent), 2000","Percent of adults who are high school graduates (or equivalent), 2008-12","Percent of adults who are high school graduates (or equivalent), 2019-23","Percent of adults who are not high school graduates, 1990","Percent of adults who are not high school graduates, 2000","Percent of adults who are not high school graduates, 2008-12","Percent of adults who are not high school graduates, 2019-23","Percent of adults with a bachelor's degree or higher, 1990","Percent of adults with a bachelor's degree or higher, 2000","Percent of adults with a bachelor's degree or higher, 2008-12","Percent of adults with a bachelor's degree or higher, 2019-23","Percent of adults with a high school diploma only, 1970","Percent of adults with a high school diploma only, 1980","Percent of adults with less than a high school diploma, 1970","Percent of adults with less than a high school diploma, 1980","Some college (1-3 years), 1970","Some college (1-3 years), 1980","Some college or associate degree, 1990","Some college or associate degree, 2000","Some college or associate degree, 2008-12","Some college or associate degree, 2019-23"
Indiana County,4.0,3.0,4.0,2.0,7712.0,9506.0,11874.0,14662.0,3265.0,5556.0,14883.0,22091.0,23800.0,25989.0,25050.0,21854.0,20222.0,17607.0,13881.0,10613.0,7111.0,4158.0,8.0,11.2,5.9,8.8,15.0,17.7,21.64033027,25.32496145,44.6,46.4,44.57612641,40.12264082,26.0,19.0,12.65392555,7.633840053,14.4,17.0,21.12961777,26.91855769,36.5,44.5,49.6,35.5,2395.0,4381.0,7991.0,9887.0,12161.0,13794.0
Ingham County,2.0,2.0,2.0,4.0,46375.0,53690.0,59843.0,72158.0,21502.0,36288.0,40559.0,46105.0,37878.0,38118.0,37704.0,37107.0,41554.0,30782.0,25645.0,19341.0,14828.0,11371.0,18.1,26.0,12.8,19.1,30.9,31.8,32.78685583,31.03203824,23.8,23.4,22.55131824,21.21418281,16.1,11.9,8.868845399,6.500834686,29.2,33.0,35.79298053,41.25294427,34.1,33.0,35.0,22.0,15251.0,26659.0,49068.0,51760.0,54817.0,54280.0
Inyo County,7.0,11.0,6.0,5.0,1740.0,2153.0,2804.0,4422.0,872.0,1416.0,3621.0,4911.0,4886.0,3934.0,4151.0,3809.0,3585.0,3010.0,2364.0,2220.0,1517.0,1000.0,9.3,12.2,13.7,19.8,30.3,33.9,36.44411103,33.57559185,37.9,31.3,31.14028507,27.40879326,18.3,17.7,11.38034509,7.195797654,13.5,17.1,21.03525881,31.81981723,38.7,42.2,38.3,25.8,1283.0,2309.0,3911.0,4259.0,4858.0,4666.0
Ionia County,4.0,5.0,1.0,1.0,2966.0,4075.0,5829.0,8395.0,1261.0,2179.0,8578.0,12390.0,13561.0,15277.0,16076.0,17809.0,10716.0,8914.0,7625.0,6281.0,5611.0,4022.0,5.6,8.0,8.9,13.6,27.8,32.3,35.04862619,35.11088212,40.5,40.4,37.94731376,38.23232649,22.8,16.6,13.2447361,8.63442176,8.9,10.8,13.75932395,18.02236964,38.0,45.6,47.5,32.8,2005.0,3694.0,9314.0,12202.0,14848.0,16355.0
Iosco County,7.0,11.0,7.0,9.0,1988.0,2227.0,2731.0,3450.0,953.0,1798.0,4849.0,6818.0,7957.0,7951.0,7895.0,7241.0,5279.0,5146.0,4546.0,4359.0,2666.0,2144.0,7.7,11.2,10.9,14.3,24.5,26.4,32.43875165,34.60205849,41.5,40.2,40.1291044,36.89493529,23.7,22.1,13.55087933,10.92428411,10.4,11.3,13.88126461,17.5787221,39.0,42.5,42.4,32.1,1356.0,2290.0,4703.0,5227.0,6382.0,6791.0
Iowa,,,,,299392.0,402090.0,509944.0,660619.0,140119.0,237055.0,596649.0,729369.0,684368.0,683942.0,666739.0,649969.0,632366.0,483956.0,353800.0,263436.0,187633.0,145119.0,9.1,13.9,11.1,14.7,24.7,28.8,32.24591024,31.99143555,38.5,36.1,33.11131296,30.36562895,19.9,13.9,9.318151457,6.779753662,16.9,21.2,25.32462534,30.86318183,38.7,42.9,41.0,28.5,171454.0,249722.0,439238.0,546388.0,649313.0,684769.0
Iowa County,6.0,6.0,8.0,6.0,1101.0,1664.0,2387.0,2814.0,504.0,904.0,3545.0,4469.0,4375.0,4448.0,4238.0,4024.0,3980.0,3060.0,2341.0,1372.0,837.0,610.0,5.7,9.5,8.8,11.3,21.1,29.2,34.12200936,35.82076691,44.2,42.1,37.41502604,34.67470918,23.6,13.0,7.389423501,5.256355019,11.1,15.8,21.0735411,24.24816889,40.2,47.0,45.2,32.2,779.0,1073.0,2087.0,3081.0,3865.0,4157.0
Iredell County,1.0,1.0,1.0,1.0,7257.0,14296.0,24483.0,44504.0,2290.0,4560.0,8262.0,13978.0,19769.0,26309.0,31246.0,36207.0,26328.0,24749.0,20627.0,17748.0,16053.0,11731.0,5.8,9.2,7.3,12.7,22.5,28.9,32.67744598,30.7654284,32.1,32.1,29.30484694,27.1172858,33.5,21.6,15.05570978,8.78594967,11.8,17.4,22.9619973,33.33133613,20.8,28.2,66.2,49.9,2904.0,6305.0,13841.0,23683.0,34842.0,41078.0
Irion County,3.0,2.0,3.0,4.0,142.0,262.0,112.0,236.0,36.0,96.0,66.0,244.0,371.0,377.0,485.0,277.0,386.0,338.0,304.0,258.0,207.0,115.0,5.8,11.6,21.0,17.9,20.7,26.3,27.10788758,41.14339269,36.0,31.0,43.97098821,25.9606373,29.5,21.2,18.76699909,10.77788191,13.8,21.5,10.15412511,22.1180881,10.7,29.5,62.5,40.9,130.0,148.0,213.0,320.0,299.0,439.0
Iron County,7.0,9.0,9.0,9.0,961.0,1326.0,1622.0,1858.0,495.0,937.0,3185.0,3948.0,4222.0,4412.0,3948.0,3705.0,4605.0,3400.0,2593.0,1470.0,982.0,592.0,5.6,10.1,6.9,10.9,18.9,25.5,28.57298594,31.82321666,44.0,45.6,43.03935463,41.03898981,27.0,15.2,10.70533086,6.557377049,10.0,13.7,17.68232857,20.58041648,35.8,42.4,51.7,36.6,617.0,1017.0,1818.0,2462.0,2621.0,2873.0
Iroquois County,6.0,4.0,8.0,3.0,2071.0,2499.0,2910.0,3162.0,992.0,1743.0,7327.0,9000.0,8815.0,8576.0,8331.0,7527.0,9511.0,7346.0,5466.0,4153.0,2528.0,2052.0,5.2,8.7,7.3,10.2,20.5,27.9,33.25092108,32.58373459,42.8,40.6,40.38685282,39.8275041,26.6,19.7,12.25518712,10.85771734,10.1,11.8,14.10703898,16.73104397,38.1,44.7,49.4,36.5,1409.0,2050.0,4226.0,5883.0,6859.0,6158.0
Irwin County,7.0,9.0,9.0,8.0,443.0,611.0,512.0,1070.0,240.0,296.0,665.0,1307.0,1762.0,2384.0,2600.0,2313.0,3139.0,3145.0,2511.0,2001.0,1476.0,1053.0,5.5,5.7,7.2,8.7,11.9,19.4,29.20845549,31.06449106,32.9,38.5,40.11726585,35.94405594,46.9,32.3,22.77426323,16.36363636,8.3,9.9,7.90001543,16.62781663,15.3,25.1,72.0,60.5,316.0,453.0,634.0,1200.0,1893.0,1999.0
Isabela Municipio,2.0,2.0,2.0,4.0,1767.0,3635.0,5212.0,8200.0,,957.0,,3106.0,5030.0,6643.0,8421.0,9721.0,,13243.0,12823.0,13048.0,10853.0,7535.0,,5.2,,5.5,9.9,14.6,19.6969697,21.00543057,23.1,24.3,27.61707989,30.16602017,58.9,47.8,35.59294241,23.38246703,8.1,13.3,17.093008,25.44608223,,17.0,,72.3,,1010.0,2163.0,3990.0,6006.0,6769.0
Isabella County,4.0,5.0,4.0,5.0,5702.0,7577.0,8919.0,11176.0,2230.0,4828.0,5382.0,8513.0,9059.0,10731.0,11890.0,11042.0,8027.0,6830.0,5366.0,4414.0,3564.0,2920.0,12.7,20.6,10.6,13.9,24.0,28.3,31.079629,30.7130454,34.2,33.9,33.62176224,30.43466277,20.3,13.9,10.07804547,8.048289738,21.5,23.9,25.22056328,30.80400209,30.8,36.3,45.9,29.2,1853.0,3254.0,6365.0,8955.0,10991.0,11143.0
Isanti County,1.0,1.0,1.0,1.0,1824.0,2892.0,4230.0,5716.0,499.0,1291.0,2569.0,5491.0,6483.0,7639.0,9820.0,10282.0,4945.0,4543.0,3453.0,2675.0,2049.0,2247.0,5.7,9.9,8.3,12.9,25.8,33.7,35.81452835,37.42497513,40.9,38.4,39.15158281,35.26425901,21.8,13.4,8.169205008,7.706554172,11.5,14.5,16.86468384,19.60421168,29.4,42.2,56.6,34.9,727.0,1674.0,4096.0,6709.0,8983.0,10912.0
Island County,4.0,3.0,4.0,2.0,7686.0,12736.0,17089.0,22869.0,1767.0,4497.0,5654.0,10581.0,12131.0,11451.0,13683.0,14010.0,3914.0,4526.0,4498.0,3724.0,2878.0,2634.0,12.9,17.6,17.1,23.1,36.6,40.8,39.44683378,38.25707857,31.6,24.3,24.62255493,21.89199325,11.7,7.9,5.178960249,4.115882243,20.0,27.0,30.75165104,35.73504594,41.3,41.5,28.6,17.8,2342.0,5889.0,14064.0,19201.0,21921.0,24483.0
Isle of Wight County,1.0,1.0,1.0,1.0,1710.0,3519.0,6410.0,8470.0,338.0,1177.0,1819.0,3471.0,4824.0,6146.0,7142.0,8596.0,6777.0,6565.0,5678.0,4784.0,3601.0,2213.0,3.6,9.3,6.1,11.2,25.5,28.2,30.84861923,31.84260765,29.4,30.5,28.79258214,30.38959202,34.6,23.8,14.51723443,7.823658347,10.4,17.5,25.8415642,29.94414198,19.1,27.5,71.3,52.0,576.0,1413.0,4186.0,5672.0,7652.0,9007.0
Issaquena County,8.0,7.0,9.0,9.0,62.0,98.0,70.0,42.0,31.0,71.0,211.0,314.0,250.0,430.0,399.0,394.0,952.0,769.0,619.0,569.0,461.0,312.0,2.4,5.7,5.8,6.8,15.3,20.5,15.83710407,21.5932914,22.7,31.2,36.10859729,41.29979036,56.3,41.2,41.71945701,32.70440252,5.6,7.1,6.334841629,4.402515723,16.6,25.4,75.1,62.1,74.0,84.0,168.0,283.0,175.0,206.0
Itasca County,6.0,6.0,6.0,5.0,3317.0,5280.0,6667.0,8309.0,1380.0,3092.0,6056.0,9910.0,9205.0,9958.0,10873.0,10114.0,9641.0,7496.0,5946.0,4316.0,2309.0,1767.0,7.2,12.4,10.9,18.1,30.2,34.7,38.10919522,38.89779984,34.8,33.3,33.90290293,30.60860091,22.5,14.4,7.199650775,5.347577399,12.5,17.6,20.78825107,25.14602185,31.6,39.6,50.3,30.0,2098.0,4517.0,8002.0,10377.0,12222.0,12853.0
Itawamba County,7.0,8.0,9.0,7.0,862.0,1308.0,2071.0,2391.0,330.0,701.0,1641.0,2947.0,3286.0,4678.0,4885.0,5733.0,6918.0,7403.0,6534.0,5055.0,3870.0,2395.0,3.5,5.7,6.4,9.4,16.6,25.6,29.84252479,35.03180779,25.7,31.5,31.65705398,35.40856031,51.0,34.1,25.07938565,14.79216849,6.7,8.8,13.42103558,14.76746341,17.3,24.2,72.9,60.7,607.0,1144.0,2125.0,3792.0,4605.0,5672.0
Izard County,9.0,10.0,9.0,9.0,771.0,1112.0,1162.0,1967.0,158.0,646.0,959.0,2450.0,2920.0,3477.0,4045.0,3747.0,3470.0,3661.0,3180.0,2540.0,1994.0,1601.0,3.3,8.6,3.8,9.8,16.0,25.1,29.1519087,30.41948064,35.7,36.5,39.79732389,35.64158661,38.9,26.7,19.61826053,15.22876439,9.4,11.7,11.43250689,18.71016836,20.1,32.7,72.8,48.9,179.0,734.0,1309.0,2395.0,2963.0,3198.0
Jack County,6.0,4.0,8.0,3.0,512.0,748.0,749.0,914.0,225.0,317.0,1175.0,1447.0,1362.0,2131.0,2342.0,1942.0,2690.0,2383.0,1758.0,1413.0,1170.0,1160.0,5.2,6.7,5.7,11.7,21.9,26.4,30.97359469,31.61927465,29.3,36.6,37.93941358,33.06657586,37.8,24.2,18.95350721,19.75140473,11.0,12.8,12.13348453,15.56274476,27.1,30.8,62.1,50.7,245.0,551.0,1020.0,1538.0,1912.0,1857.0
Jackson County,6.0,5.0,6.0,5.0,2471.0,3798.0,4914.0,5892.0,716.0,1996.0,4476.0,9042.0,9876.0,12707.0,13553.0,14353.0,15217.0,15423.0,12932.0,12006.0,9316.0,6799.0,3.4,6.8,4.1,10.5,18.1,21.7,25.28639811,28.62496701,32.0,34.9,36.44651213,37.88070731,41.9,33.0,25.05243909,17.94404856,8.0,10.4,13.21465067,15.55027712,21.0,30.6,71.5,52.2,877.0,3094.0,5568.0,7924.0,9403.0,10846.0
Jackson Parish,6.0,6.0,6.0,6.0,894.0,1300.0,1548.0,1415.0,520.0,901.0,1789.0,3063.0,3778.0,3994.0,4641.0,4735.0,6034.0,5142.0,3522.0,2655.0,1863.0,1519.0,5.8,8.8,7.1,10.9,16.1,21.0,27.30883813,27.61680038,38.7,39.7,41.89762571,44.69089193,36.1,26.4,16.8186332,14.33695139,9.2,12.9,13.97490295,13.3553563,19.9,30.0,67.2,50.3,639.0,1116.0,1574.0,2113.0,3025.0,2926.0
James City County,1.0,1.0,1.0,1.0,7632.0,14140.0,21748.0,29501.0,1154.0,3167.0,2434.0,3810.0,5568.0,7099.0,10232.0,11122.0,5231.0,4834.0,4069.0,3655.0,3397.0,2803.0,12.0,23.4,8.2,12.8,25.6,26.9,26.26873137,26.12741346,24.0,20.9,21.32510786,18.91979246,17.5,10.7,7.079885788,4.768223186,32.9,41.5,45.32627498,50.18457089,25.3,28.1,54.5,35.7,786.0,1729.0,5954.0,9148.0,12604.0,15359.0
Jasper County,1.0,1.0,1.0,1.0,576.0,869.0,1310.0,2094.0,196.0,406.0,620.0,1071.0,1911.0,2799.0,3866.0,4683.0,2139.0,2583.0,1887.0,2279.0,1446.0,1157.0,6.4,9.2,4.0,8.0,17.9,21.0,27.83347864,24.78194918,35.9,37.2,42.13164778,44.39704209,35.4,30.3,15.75850044,10.96890406,10.8,11.5,14.27637315,19.85210466,20.1,24.3,69.5,58.6,124.0,351.0,953.0,1584.0,2554.0,2614.0
Jay County,6.0,6.0,6.0,6.0,1134.0,1411.0,1372.0,1703.0,579.0,939.0,5003.0,6166.0,6199.0,7068.0,6752.0,6307.0,6948.0,5444.0,4308.0,3064.0,2082.0,1763.0,4.4,6.9,5.0,7.8,15.9,19.2,26.7704671,27.19755662,44.8,49.5,48.44658104,46.98301549,31.1,21.5,14.93865251,13.13319428,8.2,9.9,9.844299347,12.68623361,37.9,45.3,52.7,40.0,663.0,1069.0,2202.0,2737.0,3731.0,3651.0
Jayuya Municipio,6.0,5.0,6.0,3.0,627.0,1025.0,1752.0,2134.0,,294.0,,1293.0,2205.0,2440.0,3372.0,3664.0,,4426.0,3975.0,4481.0,3536.0,2195.0,,4.7,,4.3,10.4,15.6,15.01472031,23.81088552,29.0,25.9,33.09126595,34.92517396,52.3,47.6,34.70068695,20.92269564,8.3,10.9,17.19332679,20.34124488,,20.6,,70.5,,267.0,789.0,1466.0,1530.0,2498.0
Jeff Davis County,7.0,9.0,9.0,9.0,604.0,753.0,1062.0,1102.0,215.0,471.0,897.0,1665.0,2372.0,2847.0,4098.0,3633.0,3456.0,3775.0,3273.0,2950.0,1996.0,2114.0,4.5,7.4,4.2,6.9,14.5,18.5,23.45705423,28.78976918,32.5,35.4,43.83356509,37.77292576,44.8,36.7,21.34987699,21.97962154,8.3,9.4,11.35950369,11.45768351,18.8,26.2,72.5,59.5,202.0,436.0,1060.0,1486.0,2193.0,2769.0
Jefferson County,1.0,1.0,1.0,1.0,84718.0,106833.0,128710.0,163366.0,33827.0,63229.0,101656.0,132921.0,120393.0,121233.0,120355.0,117710.0,186882.0,141531.0,111325.0,82950.0,56047.0,40950.0,9.5,15.8,9.1,15.8,25.7,28.4,30.58237075,29.16168969,28.3,27.9,27.38259645,25.89349154,26.2,19.1,12.75154653,9.008057757,19.9,24.6,29.28348626,35.93676101,28.7,33.1,52.7,35.3,32182.0,63342.0,109272.0,123142.0,134419.0,132567.0
Jefferson Davis County,8.0,7.0,8.0,6.0,737.0,896.0,1206.0,1080.0,474.0,591.0,1389.0,1899.0,2620.0,3002.0,3018.0,3302.0,4052.0,4147.0,3521.0,2890.0,1878.0,991.0,7.4,7.9,7.8,10.7,16.8,21.2,27.66714083,32.61851016,31.7,34.9,35.77524893,41.40958114,42.6,33.6,22.26173542,12.42789064,8.9,10.4,14.29587482,13.54401806,21.7,25.5,63.2,55.8,497.0,799.0,1389.0,1825.0,2334.0,2601.0
Jefferson Davis Parish,6.0,6.0,2.0,4.0,1475.0,1922.0,2466.0,3212.0,867.0,1499.0,3547.0,5009.0,7054.0,7967.0,8574.0,9233.0,9487.0,9047.0,7421.0,5929.0,4522.0,3697.0,5.9,8.7,5.3,9.3,13.9,18.3,24.11001658,24.64052288,38.1,41.2,41.81215254,43.10457516,40.1,30.6,22.05208232,17.25957049,8.0,9.9,12.02574856,14.99533147,24.2,29.2,64.6,52.7,781.0,1597.0,2567.0,3534.0,4944.0,5278.0
Jefferson Parish,1.0,1.0,1.0,1.0,53092.0,64216.0,68704.0,90921.0,18449.0,41093.0,51161.0,91132.0,90204.0,89528.0,93845.0,84000.0,79356.0,80049.0,67957.0,61945.0,49237.0,40835.0,11.0,16.2,11.0,16.3,25.4,27.8,28.47459802,28.93810294,31.9,30.0,31.6937916,27.66643502,24.0,20.7,16.62856004,13.4495104,18.8,21.5,23.20305033,29.94595164,30.6,35.9,47.4,31.6,18331.0,41392.0,71750.0,83072.0,84313.0,87861.0
Jenkins County,6.0,6.0,9.0,9.0,394.0,577.0,754.0,515.0,194.0,343.0,420.0,952.0,1510.0,1753.0,1928.0,2895.0,3476.0,3183.0,2568.0,2026.0,1663.0,1244.0,4.5,7.0,4.3,8.8,12.8,18.4,20.53767374,29.35640559,29.4,32.9,35.25969276,43.9435337,50.1,38.0,30.41331383,18.88281724,7.7,10.8,13.78931968,7.817243473,9.8,19.4,81.3,64.8,185.0,434.0,658.0,979.0,1123.0,1934.0
Jennings County,6.0,5.0,6.0,6.0,968.0,1479.0,1663.0,2598.0,426.0,872.0,3549.0,5520.0,6524.0,8313.0,8623.0,8171.0,5689.0,5344.0,5367.0,4222.0,2755.0,2364.0,4.2,6.8,5.0,8.1,13.9,20.9,29.86447241,31.12183353,43.7,46.9,46.37517479,42.85414591,35.9,23.8,14.81660751,12.39838464,6.5,8.4,8.943745294,13.62563592,34.9,43.2,55.9,41.8,505.0,1036.0,2083.0,3695.0,5553.0,5934.0
Jerauld County,9.0,10.0,9.0,9.0,189.0,204.0,231.0,293.0,109.0,169.0,486.0,663.0,514.0,674.0,612.0,615.0,1074.0,723.0,533.0,339.0,246.0,85.0,5.7,9.1,13.2,16.0,25.9,26.7,28.82352941,28.35497835,30.8,40.6,40.0,44.37229437,32.0,20.4,16.07843137,6.132756133,11.3,12.3,15.09803922,21.13997114,25.3,35.8,55.9,39.0,254.0,297.0,432.0,444.0,441.0,393.0
Jerome County,7.0,8.0,3.0,4.0,1015.0,1535.0,1942.0,2035.0,321.0,892.0,1808.0,2838.0,2834.0,2935.0,3552.0,4137.0,2864.0,2798.0,2547.0,2729.0,3830.0,4052.0,5.7,10.8,12.1,20.8,30.6,34.2,29.14355194,32.87815126,30.7,26.8,26.99293259,27.15992647,27.6,24.9,29.10555513,26.60189076,11.0,14.0,14.75796033,13.36003151,31.8,34.5,50.4,34.0,687.0,1710.0,2822.0,3747.0,3835.0,5008.0
Jersey County,1.0,1.0,1.0,1.0,1190.0,1759.0,2447.0,3071.0,580.0,954.0,2994.0,4665.0,4966.0,5489.0,5518.0,5602.0,5703.0,4721.0,3608.0,2448.0,1837.0,942.0,5.9,8.2,5.8,10.8,24.0,30.7,36.89157868,35.79298831,38.7,39.3,35.52665465,37.40901503,28.1,17.5,11.82719547,6.29048414,9.3,12.6,15.75457121,20.50751252,30.4,40.3,57.9,40.7,569.0,1247.0,3083.0,4286.0,5730.0,5360.0
Jessamine County,2.0,2.0,2.0,4.0,3518.0,5205.0,8517.0,11717.0,1017.0,2428.0,1822.0,4365.0,5531.0,7822.0,9101.0,10596.0,5024.0,5655.0,5715.0,5059.0,4666.0,3432.0,11.8,17.3,8.5,11.3,20.0,25.2,28.21338831,28.78678911,30.0,32.3,29.31834289,29.30958177,31.0,20.9,15.03124799,9.493250719,19.1,21.5,27.43702081,32.4103784,21.2,31.1,58.5,40.3,731.0,1584.0,3694.0,6096.0,8758.0,10407.0
Jewell County,9.0,12.0,9.0,9.0,357.0,386.0,410.0,415.0,244.0,338.0,1732.0,1787.0,1250.0,1106.0,826.0,787.0,1655.0,935.0,588.0,347.0,191.0,137.0,6.2,9.7,7.8,12.0,28.2,34.3,39.19897742,39.27437642,40.9,39.5,35.19386451,35.69160998,19.2,12.4,8.138048573,6.213151927,11.7,13.8,17.4691095,18.82086168,44.0,51.4,42.0,26.9,307.0,417.0,860.0,959.0,920.0,866.0
Jim Hogg County,6.0,6.0,8.0,6.0,332.0,305.0,304.0,456.0,92.0,260.0,354.0,482.0,733.0,906.0,1128.0,985.0,1917.0,1813.0,1511.0,1345.0,1134.0,511.0,3.8,9.4,1.7,8.1,12.9,20.2,17.41229482,18.86949293,24.8,28.3,36.30511748,40.93931837,51.1,42.0,36.4982298,21.23857024,11.2,9.5,9.784357902,18.95261845,14.7,17.3,79.7,65.2,42.0,225.0,383.0,647.0,541.0,454.0
Jim Wells County,4.0,5.0,6.0,5.0,2050.0,2567.0,3018.0,3750.0,1049.0,1691.0,3076.0,4552.0,5854.0,7613.0,8232.0,9214.0,10692.0,10959.0,9778.0,8277.0,7356.0,5138.0,6.5,8.8,7.8,10.7,19.2,21.5,26.47593456,26.73627975,26.8,32.4,32.52983482,37.29156548,44.7,35.2,29.06820517,20.79488425,9.4,10.9,11.92602545,15.17727052,19.1,23.6,66.5,56.9,1258.0,2061.0,4198.0,5068.0,6700.0,6606.0
Jo Daviess County,6.0,6.0,8.0,6.0,1737.0,2378.0,3785.0,4766.0,560.0,1371.0,4417.0,6125.0,6217.0,6505.0,6369.0,5238.0,6054.0,4861.0,3733.0,2556.0,1513.0,1088.0,4.7,9.9,7.8,10.4,18.9,26.8,29.56836704,33.06378613,43.1,41.6,38.44853607,31.60943818,25.9,16.4,9.133715666,6.565687044,12.1,15.2,22.84938123,28.76108865,36.9,44.4,50.6,35.3,933.0,1432.0,2722.0,4186.0,4898.0,5479.0
Johnson County,7.0,9.0,7.0,8.0,1409.0,1957.0,2581.0,3131.0,436.0,932.0,1656.0,3089.0,4039.0,5463.0,6658.0,7134.0,5539.0,5568.0,4313.0,4824.0,3723.0,2788.0,5.3,8.7,7.7,10.1,17.0,17.8,21.38048159,24.63625866,34.3,36.7,40.38333232,41.18937644,36.7,32.4,22.58142779,16.09699769,12.0,13.1,15.65475829,18.07736721,20.0,29.0,67.0,52.2,633.0,1077.0,2006.0,2657.0,3525.0,4267.0
Johnston County,1.0,1.0,1.0,1.0,5929.0,12751.0,21804.0,41857.0,1414.0,3018.0,7169.0,12019.0,17540.0,25557.0,32935.0,41679.0,23205.0,22622.0,18908.0,19323.0,18436.0,15941.0,4.2,7.1,5.0,11.2,20.7,28.2,33.15275976,34.33384602,32.8,31.8,30.08696764,27.51288872,35.4,24.1,16.84175909,10.52287625,11.1,15.9,19.91851351,27.63038901,21.4,28.4,69.4,53.4,1671.0,4731.0,11062.0,22637.0,36291.0,52012.0
Jones County,3.0,2.0,3.0,4.0,1560.0,2310.0,3689.0,3653.0,301.0,989.0,1378.0,3121.0,4878.0,6314.0,7485.0,8279.0,4056.0,4286.0,3889.0,3405.0,2096.0,1649.0,5.0,10.6,5.1,10.3,20.8,21.8,30.36679435,31.57496977,37.4,41.0,39.27690612,41.71201129,29.8,22.1,10.9985832,8.308141878,12.0,15.0,19.35771632,18.40487707,22.8,33.3,67.1,45.8,307.0,969.0,2713.0,3354.0,5787.0,6267.0
Josephine County,3.0,2.0,3.0,4.0,5224.0,7528.0,9799.0,12955.0,1416.0,4042.0,7257.0,14324.0,14690.0,16572.0,18840.0,20605.0,10718.0,11810.0,10768.0,9745.0,7025.0,6416.0,6.6,10.9,10.3,18.6,29.4,36.7,40.33226816,39.16761774,33.8,31.0,31.52030249,31.35509397,24.8,18.2,11.75319135,9.763372137,12.0,14.1,16.39423801,19.71391615,33.6,38.6,49.6,31.9,2217.0,6900.0,12766.0,19582.0,24107.0,25739.0
Juab County,2.0,2.0,2.0,4.0,284.0,522.0,744.0,1414.0,183.0,339.0,1060.0,1316.0,1220.0,1517.0,2066.0,2363.0,919.0,732.0,733.0,732.0,590.0,527.0,7.6,11.8,10.0,17.0,30.8,35.4,39.95054751,38.42632332,37.7,35.4,36.48887319,33.80543634,22.7,17.1,10.42034617,7.539341917,8.8,12.2,13.14023313,20.22889843,44.1,45.8,38.2,25.5,241.0,488.0,996.0,1519.0,2262.0,2686.0
Juana Díaz Municipio,2.0,2.0,2.0,4.0,2082.0,4305.0,5657.0,9309.0,,995.0,,3646.0,5386.0,7500.0,8881.0,9449.0,,12720.0,12583.0,11755.0,9886.0,7702.0,,5.3,,6.8,11.5,16.4,22.81389249,20.79741379,23.8,26.6,28.06623898,28.28364464,55.5,41.7,31.24229687,23.05435824,9.2,15.3,17.87757166,27.86458333,,19.6,,68.3,,1259.0,2610.0,4620.0,7219.0,6948.0
Judith Basin County,8.0,7.0,8.0,6.0,313.0,376.0,485.0,420.0,142.0,262.0,489.0,591.0,534.0,485.0,505.0,424.0,569.0,416.0,311.0,197.0,99.0,88.0,9.1,16.1,22.9,22.1,26.8,33.7,32.19178082,37.28129206,33.7,30.4,31.44458281,28.53297443,19.6,12.4,6.164383562,5.921938089,19.8,23.6,30.1992528,28.26379542,31.4,36.3,36.6,25.6,356.0,359.0,425.0,537.0,517.0,554.0
Juncos Municipio,1.0,1.0,1.0,1.0,1400.0,2849.0,5199.0,6033.0,,607.0,,2084.0,3182.0,4846.0,7188.0,7789.0,,9357.0,10002.0,9516.0,7558.0,5482.0,,4.8,,5.7,13.5,20.4,22.68181113,27.27820682,18.9,22.4,27.86478524,29.34262573,59.3,44.0,29.29911614,20.65172349,8.3,13.2,20.15428749,22.72744396,,16.3,,73.3,,724.0,2271.0,4416.0,5851.0,7241.0
Juneau City and Borough,5.0,8.0,5.0,7.0,5150.0,7167.0,7661.0,9264.0,1529.0,3808.0,2638.0,3819.0,4137.0,4370.0,4773.0,4883.0,1598.0,998.0,1701.0,1359.0,903.0,1225.0,21.9,33.9,17.5,23.2,34.5,35.2,37.55501451,32.86749934,24.7,22.0,22.34759809,21.32500655,10.1,6.8,4.227923963,5.349812211,30.7,36.0,35.86946343,40.45768189,37.7,34.0,22.9,8.9,1225.0,2604.0,5781.0,7003.0,8021.0,7526.0
